Row Labels,General,Occupations,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
15,,Computer and Information Research Scientists,3.5,3.75,4,3,4,1.12,1.88,1,3,4,3,2.5,2.25,2.88,3.38,3.12,2.5,2,3.12,2.62,2.75,3.62,2.38,3.75,1.12,3.12,2.75,3,3.5,3.75,3.62,3.12,3.38,2.38,3.38
15,,Computer Network Architects,3.25,3.88,3.88,3.5,4,2.25,2.5,1.75,3,3.75,2.88,2.38,2.38,2.75,3.25,3.25,3,2.5,2.75,3,3.12,3.5,3.12,3.88,2,2.12,2.88,3.12,3.75,3.62,3.62,3.12,3.25,2.88,3.62
15,,Computer Network Support Specialists,3.25,3.5,3.25,2.75,3.75,2.62,2.5,2.75,2.62,3.38,2.62,1.5,2,2.25,2.12,3.25,2.25,2,1.88,3,2.25,2.25,2.88,3.38,2.88,1.88,2.5,2.88,3.25,3.12,3,2.12,3,3.12,3
15,,Computer Programmers,3.12,3.75,3.75,3,3.75,1,1,1.25,2.5,3.25,2.38,2,2,2.62,3.12,3,2.12,1.12,3.12,2.25,2.62,4.75,3.5,3.38,1,2.75,2.25,3.12,3.12,3.38,3.12,2.75,3.12,2.25,3.25
15,,Computer Systems Analysts,3.5,3.88,3.38,3,3.88,1.5,2.38,1.75,2.88,3.38,3,2,1.88,2.75,3,3.25,2.5,2,3,3.12,2.75,3.12,2.88,3.88,1.5,2.25,2.88,3,3.75,3.75,3.25,2.88,3.25,3,3.5
15,,Computer Systems Engineers/Architects,3.75,4,3.88,3.12,4.12,1.5,1.5,1.62,3.12,3.38,3,2.38,2.12,3,3.12,3.5,3,1.5,3.75,2.88,3,3.38,3,4.12,1.5,3.12,3,3,3.75,3.88,4,2.38,3.25,2.5,3.88
15,,Computer User Support Specialists,3.12,4,3.75,2.88,3.75,2.38,2,2.12,3,3.38,2.88,1.75,1.88,2.62,2.25,3,2.62,2.62,2.62,2.88,2.62,2.12,2.75,4,2.38,1.75,3,2.88,4,3.12,2.88,2,3,2.88,3.62
15,,Data Warehousing Specialists,3,3.5,3.62,3.12,3.88,1.12,1.5,1,2.62,3.38,2.62,1.75,1.88,2.12,3,2.88,2.62,1.88,2.75,2.5,2.75,3.75,2.38,3.88,1.12,1.88,2.62,3,3.38,3.5,3.25,2.62,2.88,1.62,3.25
15,,Database Administrators,3.5,3.5,3.62,3.12,3.88,1,1.88,1.62,3,3.5,3,2,2,2.75,3.12,3.38,2.12,1.88,3.12,3.12,2.62,3.38,3,3.5,1.25,2,2.75,2.75,3.38,3.38,3.38,2.38,3,2.88,3.38
15,,Database Architects,3.12,3.5,3.5,3.25,3.88,1.25,1.62,1.62,2.75,3.62,2.88,1.62,1.88,2.5,3,3.25,2.62,1.75,2.75,2.25,2.75,3.25,1.88,3.62,1.25,2,2.75,3.12,3.5,3.5,3.25,2.62,2.88,2.12,3.38
15,,Document Management Specialists,3.25,3.75,3.62,3,3.75,1,1,1,3,3.12,3,2,2,2.75,2.25,3.62,2.75,1,2.25,2,2.88,2.5,1.75,3.88,1,1.25,3,3,3.12,3.62,3.25,2.12,3.12,1,3.75
15,,Geographic Information Systems Technologists and Technicians,3.44,3.5,3.56,3.06,3.75,1.25,1.5,1.19,2.88,3.44,2.94,1.88,1.88,2.81,3.25,3,2.5,1.5,2.81,2.06,2.62,2.81,1.63,3.81,1.19,3.25,2.88,2.88,3.56,3.06,2.81,2.31,3,1.31,3.5
15,,Health Informatics Specialists,3.75,4,3.88,3.75,3.88,1,1.88,1.38,3.38,4,3.88,2,2,2.75,2.88,3.75,3.12,1.62,2.88,2.62,3.12,2.75,2.88,4.25,1,2.12,3.25,3.38,4,3.75,3.75,2.75,3.12,2.12,4
15,,Information Security Analysts,3.25,3.75,3.75,3,3.88,1.62,1.75,1.5,2.88,3.38,2.88,1.75,1.75,2.88,2.25,3.38,2.62,1.75,2.5,3,2.62,2.62,3,4,1.62,1.88,2.88,2.75,3.62,3.38,3,2.12,3.12,2.12,3.5
15,,Information Technology Project Managers,3.38,4,3.38,4,4.12,1,1,1,3.12,3.62,3,3.12,3.12,3.88,2.88,3.62,3.38,1.12,2.38,2.25,3.12,2.25,2.5,4,1,2.12,3.25,3.38,3.88,3.75,3.5,2.12,4,1.5,4
15,,Mathematicians,4,3.38,4.12,2.75,4.25,1,1,1,3.12,3.5,3.38,1.62,1.62,2.25,5,3,1.88,1,2.5,1.62,2.62,2.5,1.5,4,1,3.62,1.88,2.75,3.38,3.25,3.12,1.62,2.75,1,3.5
15,,Network and Computer Systems Administrators,3.12,3.75,3.75,3,3.88,3,2.88,2.38,2.88,3.88,2.75,2,2.75,3,3,3.75,2.5,3,3.12,3.38,2.75,3.62,3.25,3.88,3,2.25,3,3,3.38,3.88,3.75,2.75,3.12,3.75,3.12
15,,Operations Research Analysts,3.88,4,4.12,3,4.12,1,1.12,1,3,4,3,1.75,1.75,2.38,4.5,2.88,2.25,1,3.62,1.5,2.75,2.5,1.88,4,1,3.12,2.75,2.88,3.88,3.88,4,1.88,3,1.38,4
15,,Software Quality Assurance Analysts and Testers,3.12,3.88,3.38,3,3.88,1,1.75,2,2.62,3.12,2.88,1.5,1.5,2.12,2.75,3.62,2.12,1.88,3.12,3,2.5,3.62,3.38,4,1.12,2.75,2.5,2.88,3.88,3.12,3.25,2.62,3,2.88,3.75
15,,Statisticians,3.62,3.88,3.88,2.88,4.12,1,1,1,2.88,3.25,3,1.75,1.75,2.25,4.75,2.88,1.88,1.25,2.75,1.5,2.62,3,1.75,4,1,3.5,2.38,2.75,3.75,3,3,1.75,3,1,3.5
15,,Telecommunications Engineering Specialists,3.38,3.62,3.12,3,3.62,2.75,2.5,2.12,2.75,3.12,2.88,2.25,2.38,2.62,3,3.12,2.75,2.12,2.25,3.12,3,2.38,3,3.62,2.5,1.88,3,3.12,3.25,3.12,3.12,2.62,3,2.88,3.25
15,,Video Game Designers,3.5,3.88,3.62,3.12,3.75,1,1.12,1.12,2.88,3.62,2.88,1.88,1.88,2.75,2.88,3.12,3,1,3,2.25,3,4,2,3.75,1,1.38,2.75,3,3.12,3.38,3.25,3,3.38,1.12,3.25
15,,Web Administrators,3.12,3.75,3.75,3,4,1.12,1.75,1.62,3,3.38,3,2,1.88,2.62,2.12,3.38,2.5,1.75,2.75,2.38,2.5,3.12,3.12,3.88,1.12,2.12,2.88,2.88,3.25,3.25,3.38,2.38,3,2.5,3.25
15,,Web Developers,3.5,3.5,3.62,3,3.75,1,2,1.25,2.75,3.38,2.88,1.75,1.75,2.38,2.75,3,2.75,1.62,3.62,2.25,2.88,4.12,2.75,3.62,1,2,2.88,2.88,3.25,3.12,3,2.5,3,2.12,3.12
17,Architecture and Engineering Occupations,Aerospace Engineering and Operations Technologists and Technicians,3,3.62,3.5,2.88,3.88,2.88,2.62,2.12,2.75,3.25,2.88,2.12,2.12,2.38,3,3.12,2.5,3,2.75,3.75,2.62,2.12,3.75,3.75,3,3.12,2.62,2.88,3.62,3,3,2.12,3.12,3.25,3.12
17,,Aerospace Engineers,3.62,3.88,3.88,3.25,4.12,1,1.25,1,3,3.75,3.38,1.88,1.75,2.75,3.88,3.75,3,1.25,3.88,2.88,3.12,2.12,3.25,4,1,4,2.88,3,3.88,3.38,3.5,3.25,3.25,2,3.88
17,,Agricultural Engineers,3.25,4,4,3.12,4.12,1.62,2,1,3,4,2.88,2.25,2.12,3,3.88,3.12,3,2.25,3,3.25,3,2.12,2.75,4,1.62,3.38,3,3.25,3.88,3.88,3.88,2.75,3.25,2.12,3.88
17,,"Architects, Except Landscape and Naval",3.62,3.88,3.75,3.5,4,1,1.25,1,3,3.75,3.25,2.75,2.75,3,3.5,3.75,3.12,1.88,4,2.25,3.12,1.88,3.12,4,1,2.88,2.88,3.25,4,3.5,3.38,2,3,1.88,3.88
17,,Architectural and Civil Drafters,3,3.69,3.06,2.88,3.56,1,1.37,1,2.62,3.06,2.63,1.88,2.06,2.44,3,3,2.31,1.44,2.81,2.06,2.69,2.06,2.56,3.5,1,2.06,2.56,2.88,3.25,3.06,2.75,1.75,3,1.62,3.12
17,,Automotive Engineering Technicians,3,3.25,3.25,3,3.5,3,2.88,2.38,2.38,3.12,2.38,1.75,2.12,2.38,3.12,3.12,2.38,2.88,2.25,3.25,2.38,2.12,3.25,3.62,3.12,2.62,2.5,3,3.5,2.62,2.88,2,2.88,3,3.25
17,,Automotive Engineers,3.38,3.75,4.12,3.5,4.12,1,1.88,1,3,3.88,2.88,2,2,3,3.88,3.12,3,2.12,3.75,2.88,3.12,2.75,3,4,1,3.25,2.88,3,3.88,3.75,3.75,3.12,3.25,2,3.88
17,,Bioengineers and Biomedical Engineers,3.62,4.12,4.12,3.25,4.25,2.25,2.5,2.88,3.25,4.12,3.12,2.25,2.62,3.12,3.75,3.75,3.12,2,3.75,2.88,3.12,3,3.12,4.12,2.62,3.88,3.12,3.12,3.88,3.75,3.75,3.25,3.25,2.75,3.75
17,,Cartographers and Photogrammetrists,3.25,3.38,3.12,3,3.5,1.38,1.5,1,2.75,3.12,2.88,1.62,1.62,2.25,2.88,3.12,2.38,1.38,1.62,1.88,2.38,1.88,2.12,4,1.25,1.88,2.75,3,3.12,2.88,2.75,1.62,3,1.75,3.5
17,,Chemical Engineers,3.75,3.38,4.12,3,4,1,2.12,1,3,3.88,2.88,2.5,2.62,2.75,3.88,3.25,3,2.25,3.62,3.12,3,2.38,2.88,3.88,1,4.25,2.88,3,3.62,3.88,3.75,2.75,3,3,3.25
17,,Civil Engineering Technologists and Technicians,2.88,3.75,3.12,3,3.88,1,1.12,1,2.38,3.12,2.25,2.12,2.12,2.25,3.62,3.25,2.5,2.12,2.62,2.38,2.5,1.88,2.12,3.75,1,2.75,2.75,2.88,3.38,2.88,2.75,1.75,2.88,1.75,3.25
17,,Civil Engineers,3.25,4,3.88,3.12,3.88,1.5,1.25,1,3,3.38,2.88,2.88,2.88,3,3.88,3.25,3,1.38,3.62,2.12,3,1.88,2.25,3.88,1.62,3.75,3,3,3.88,3.75,3.12,2.25,3.75,1.5,3.25
17,,Computer Hardware Engineers,3.75,3.88,3.88,3.12,4,2.12,2.5,1.88,3,3.62,2.88,1.75,1.88,2.62,3.25,3.12,2.25,1.75,3.38,3,2.62,2.5,2.88,4,2.12,2.88,2.62,2.75,3.88,3.38,3.38,2.62,3.12,2.62,3.88
17,,Electrical and Electronic Engineering Technologists and Technicians,3.12,3.38,3.5,3.03,3.69,2.94,2.66,1.97,2.84,3.16,2.69,2.03,2.12,2.59,3.19,3.19,2.38,2.78,2.5,3.18,2.63,2.19,3.09,3.56,2.94,2.72,2.69,2.84,3.25,3.12,2.97,2.46,3.06,3.28,3.12
17,,Electrical and Electronics Drafters,3.25,3.62,3.38,3,3.5,1.25,1.62,1.25,2.75,3.5,2.62,1.88,1.88,2.5,2.75,3,2.5,1.5,2.62,2.25,2.62,2.12,2.88,3.38,1.12,1.88,2.75,2.88,3.25,2.88,2.88,2.25,3.12,2.38,3.5
17,,Electrical Engineers,3.5,3.88,3.88,3,3.88,2,2,1.12,3,3.12,2.88,2.25,2.25,3,3.25,3.5,3,1.12,3.25,2.88,3,2,2.88,3.88,2.12,3.12,2.88,3.12,3.75,3.12,3.25,2.25,3.12,2.88,3.88
17,,Electro-Mechanical and Mechatronics Technologists and Technicians,3.12,3.12,3.25,3,3.62,3.12,3.12,3.12,2.88,3.38,2.88,1.75,2,2.75,2.88,3.75,2,3.5,2.25,4,2,2.5,3.62,3.25,3.75,2.75,2.25,2.88,3.12,3.12,3.12,2.12,3,3.88,3.12
17,,"Electronics Engineers, Except Computer",3.12,3.75,4,3,4,2.88,2.88,1.62,3,3.75,3,2,2.75,2.75,3.5,3.38,2.75,2.88,3.25,3,2.88,2.75,3.12,4,2.75,3,2.88,2.88,3.88,3.75,3.38,3,2.75,3,3.5
17,,"Energy Engineers, Except Wind and Solar",3.75,3.88,3.88,3,4,1,1.25,1,3,3.5,2.88,2.25,2.25,2.75,3.75,3.88,2.88,2.12,3.38,2.62,3,2,2.5,4.12,1,3.62,3,3.25,3.75,3.88,3.5,2.12,3.12,2,3.88
17,,Environmental Engineering Technologists and Technicians,3.75,3.88,3.12,3,3.88,2.38,2.5,1,2.88,3.25,3,2.12,2.38,3,3,3.38,2.88,2.88,2.75,3,2.88,2.12,3.12,3.88,2.38,3.38,2.75,3,3.38,3,2.88,2,3.12,2.75,3.12
17,,Environmental Engineers,3.75,4,3.88,3.62,4,1,1,1,3.12,3.75,3.12,2.25,2.25,2.88,3.38,3.88,3.12,1.88,2.38,2.75,3.12,1.75,2.5,4,1,3.12,2.75,3.12,3.88,3.38,3.25,1.5,3.25,1.88,4
17,,Fire-Prevention and Protection Engineers,3.62,3.88,3.75,3,4.12,1,1.88,1,3,3.88,2.88,2.62,2.62,3,2.88,3,2.88,2.12,3.62,2.88,3.12,1.88,3.25,4,1,3.5,3,3,3.88,3.75,3.75,2.75,3.38,2.75,3.88
17,,Fuel Cell Engineers,3.62,3.62,3.25,3,4,2.12,2.62,1.62,3,3.62,3.12,1.75,2.5,2.5,3.5,3.62,2.62,2.75,3,3.12,2.75,2.5,3.12,4,2.38,3.75,2.62,2.88,3.75,3.62,3.62,2.88,3,3,3.75
17,,Geodetic Surveyors,3.38,3.88,3.75,3,3.88,1.88,2,1,3,3.62,3,1.75,1.75,2.75,4.12,3.38,2,2.75,1.88,2.75,2.25,2.38,2.88,4,1.88,3.12,2.75,2.75,3.38,3.12,3.12,1.75,2.88,1.88,3.62
17,,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",3.62,3.88,3.56,3.06,4,1,1.44,1.44,3.06,3.81,3.25,1.75,1.88,2.62,2.94,3.44,2.88,2.06,3.12,2.88,3,2,3.31,4,1,3.44,2.94,3.25,3.94,3.5,3.56,2.19,3.06,2.69,3.94
17,,Human Factors Engineers and Ergonomists,3.5,3.88,4,3,4,1,1.75,1,3.12,3.75,3.25,2,2,2.75,3.25,3.38,2.88,1.5,3.25,2.12,2.88,2.25,2.75,4,1,3,2.88,3.38,4,3.25,3.5,3.25,3,2.12,3.88
17,,Industrial Engineering Technologists and Technicians,3,3.88,3.75,2.88,3.88,2,2,1,3,3.12,2.75,1.88,2.12,2.5,3.12,3.38,2.62,1.62,3.12,2.5,2.88,1.88,3,4,2.62,2.88,2.62,2.88,3.25,3.25,3.25,3,3.25,1.75,3.12
17,,Industrial Engineers,3.25,4,3.88,3.12,4,1,1.25,1,3,3.12,2.75,2.12,2.5,2.88,3.25,3.38,2.38,2.25,2.5,2.38,2.62,1.88,2.25,4,1,2.12,2.75,3,3.88,3.25,3.25,2.12,3,2,3.75
17,,Landscape Architects,3.75,4,3.88,3.88,3.88,1,1,1,3,3.75,2.88,2.62,2.75,3,3,3,3,2,3.62,2,3.12,1.5,2.25,4,1,2.5,3.25,3.75,3.88,3.38,3.12,1.88,3.75,2,3.75
17,,Manufacturing Engineers,3.62,3.88,4,3,3.75,2.62,2.88,2.5,3.12,3.88,3.25,2.88,3,2.88,4,3.88,3,2.62,3.25,3.88,3.12,1.88,3.25,4,2.62,3.12,3,3,3.88,3.75,3.75,3.62,3.5,3.5,3.75
17,,Marine Engineers and Naval Architects,3.44,3.88,3.75,3.19,3.94,1.62,1.75,1.25,2.94,3.81,2.88,2.38,2.5,3.06,3.63,3.5,2.88,1.94,3.62,3.06,2.88,2.06,3.19,3.94,1.69,3.31,2.75,3.06,3.88,3.38,3.12,2.69,3.25,2.75,3.5
17,,Materials Engineers,3.25,4,4,3,3.88,1.5,2,1,3.12,3.25,3,2.12,2.62,3,3.75,3.12,3,2.25,3.12,3,3,1.88,3.12,4,1.5,4,3.12,3,3.75,3.12,3,2.62,3,2.25,3.75
17,,Mechanical Drafters,3.25,3.25,3.12,3,3.25,1,1.25,1,3,3,2.88,2,2,2.25,3.25,3,2.25,1.5,3,2.12,2.38,2.25,2.75,3.25,1,1.88,2.38,3,3.12,2.88,2.88,2.38,2.88,2,3
17,,Mechanical Engineering Technologists and Technicians,3.12,3.75,3.62,3,3.75,2.62,2.75,1.38,2.75,3.38,2.75,1.88,2,2.62,3.25,3.12,2.75,3,2.62,3.5,3,2,3.25,3.75,2.62,3,2.88,3,3.62,3.25,3.12,2.38,3.12,2.88,3.5
17,,Mechanical Engineers,3.38,3.88,3.75,3,3.88,1.88,2.12,2.12,2.75,3.75,2.75,2.5,2.5,2.62,3.88,3.12,2.88,2.38,3.75,3,3,2.5,3.25,3.88,1.88,3.88,3,2.88,3.12,3.25,3.38,3.25,3.12,3,3.25
17,,Mechatronics Engineers,3.12,3.62,3.88,3,3.75,1.5,2.38,1.62,3,3.88,3.12,2,2,2.75,3.38,3.38,2.62,3,3.12,3.12,2.88,2.5,3,3.75,1.38,3.12,2.88,2.75,3.5,3.25,3.38,3.12,3,2.25,3.75
17,,Microsystems Engineers,3.5,4,3.88,3,4,1.88,2.25,1.38,3.12,3.62,3.25,2.25,2.38,2.88,3.38,3.62,3,2.62,3,3.25,2.88,2.62,3.12,4,2,3.62,3,3,3.62,3.75,3.5,2.38,3.5,2.5,3.75
17,,"Mining and Geological Engineers, Including Mining Safety Engineers",3.5,3.88,4.12,3.5,4,1,2.25,1,3.12,4,3.12,2.88,3,3,3.75,3.75,2.88,2,3.12,3,2.88,2.62,2.88,4,1,3.5,2.62,2.88,4,3.75,3.75,2.5,3.38,1.88,4
17,,Nanosystems Engineers,3.75,3.62,3.75,3,4,2.12,2.38,1,2.88,3.62,3,2.12,2.25,3,3.75,3.25,2.75,2.38,3.12,2.75,2.75,2.38,2.75,3.88,2.12,3.88,2.88,3.12,4,3.25,3.12,2.88,3.12,2.38,3.88
17,,Nanotechnology Engineering Technologists and Technicians,3.06,3.56,3.25,2.88,3.62,2.69,2.56,1.31,2.69,3.19,2.75,1.94,2.19,2.56,3.12,3.56,2.38,3.25,1.69,3.44,2.5,2.25,3.44,3.69,2.56,3.25,2.56,2.75,3.38,2.88,2.88,1.94,3,2.75,3.31
17,,Non-Destructive Testing Specialists,3.62,3.5,3.25,2.88,3.62,2.88,2.62,1.12,3.12,3.25,3.12,1.75,1.88,2.88,3,3.5,2.5,3,1.75,3.12,2.62,1.75,3.75,3.62,2.12,2.75,2.62,2.88,3.25,3,3,1.88,3,3,3.25
17,,Nuclear Engineers,3.62,4,4,3.62,4,1.5,1.5,1,3,3.88,3,2.12,2.38,2.88,3.88,4,2.88,2.38,3.88,3.75,3,1.75,3.12,4,1.62,4.12,2.88,3,3.88,3.88,3.75,2.62,3.38,3,3.88
17,,Petroleum Engineers,3.75,3.88,3.88,3.62,4,1.12,1.88,1.75,3,3.88,3,2.5,2.75,2.88,3.25,3.75,2.88,2.12,2.25,2.88,3,1.88,2.62,4,1,3.38,3,3.62,3.88,3.88,3.88,2.25,3.62,2.25,3.88
17,,Photonics Engineers,3.62,3.75,3.38,3,4,2.12,2.88,1.25,3,3.38,3,1.75,2,2.62,3.62,3,2.5,2.88,3.25,2.88,2.62,2.25,3,3.88,2.62,3.5,2.5,2.75,3.62,3.12,3.12,3.25,2.88,2.75,3.88
17,,Photonics Technicians,3.25,3.38,3.25,2.75,3.25,3.25,2.75,2.88,2.62,3.12,2.5,2,2,2.5,2.5,3.25,2.25,2.75,2,3.5,2.38,2.25,3.38,3.62,3,2.38,2.62,2.75,3.12,2.88,3,2.5,3,3.25,3.12
17,,Radio Frequency Identification Device Specialists,3.12,3.75,3.38,3.12,3.88,2,2.5,2,3,3.38,2.62,1.88,1.88,2.75,2.62,3.12,2.5,2.25,2.62,2.75,2.88,2.5,2.75,3.62,2,2,2.75,3,3.75,3.25,2.88,2.5,3,2.38,3.25
17,,Robotics Engineers,3.75,3.88,3.88,3.38,4,3.38,3.12,2.5,3,3.88,3.38,2.62,2.12,3.12,3.75,3.88,2.88,2.88,3.25,3.62,3,3.12,3.62,3.88,2.88,3.12,2.38,3,3.25,3.88,3.38,3.38,3.62,3.62,3.75
17,,Robotics Technicians,3.12,3.75,3.75,3,3.88,3.88,3.12,3.12,2.88,3.12,3,1.75,1.75,2.5,3,3.12,2.38,3.38,2.25,3.75,2.5,2.88,3.62,3.88,4,2.75,2.88,2.88,3.25,3.12,3.12,2.75,3.12,4,3.25
17,,Solar Energy Systems Engineers,3.38,3.62,3.5,3,3.62,2.12,1.88,1,3,3.62,2.88,2,1.75,2.38,3.12,3.12,2.75,2.25,2.25,2.62,2.88,2.12,2.62,3.88,2,3.12,2.88,2.88,3.5,2.88,2.88,2.25,3,2.5,3.62
17,,Surveying and Mapping Technicians,3.13,3.19,3.06,3,3.5,1.88,1.69,1,2.88,3.06,2.81,1.94,2,2.69,3.44,3,2.38,2.5,2.37,2.87,2.62,1.94,2.81,3.5,1.69,2.06,2.69,2.88,3.19,2.75,2.62,1.94,3.06,2.25,3.12
17,,Surveyors,3.25,3.75,3.25,3.5,3.88,2,2.12,1,3.12,3.25,3.12,2,2.12,2.88,4,3,2.75,2.75,2.12,2.88,2.75,1.88,2.75,3.88,1.88,2.88,2.75,3,3.88,3,2.75,1.75,3.5,2,3.62
17,,Transportation Engineers,3.38,3.75,4,3.5,3.88,1,1.38,1,2.88,3.88,3.12,3,3,3.12,3.88,3.12,3,1.88,3.12,2.12,3,2.12,2.88,4,1,2.5,2.88,2.88,4,3.62,3.5,2.5,3.62,2,3.75
17,,Validation Engineers,3.25,3.88,3.75,3,4,1.38,1.12,1,2.75,3.12,3,1.75,2,2.75,3.12,3.88,2.75,2.12,3,3.12,2.88,1.88,3,4.12,1.12,3.75,2.75,3.12,4,3.12,3.12,1.88,3,2.25,4
17,,Water/Wastewater Engineers,3.25,3.88,3.88,3.12,4,1,1.75,1,3.12,4,3.12,2.25,2.12,3.25,3.88,3.62,3,2.12,3.25,2.88,3,2.12,2.62,4,1,3.5,3,3,3.75,3.88,3.88,2.88,3.75,2.12,4
17,,Wind Energy Engineers,3,3.38,3.38,3,4,1.12,1.25,1,2.75,3.5,2.75,2,2.25,2.75,3.5,3.12,2.75,2.25,3.25,2.62,3,2.12,2.62,3.75,1,3.25,2.75,3.12,3.38,3.38,3.25,2.38,2.88,1.88,3.38
19,"Life, Physical, and Social Science Occupations",Agricultural Technicians,3,3.25,3.25,3,3.25,1.5,1.62,1,3,3,2.75,2,2,2.62,3.12,3.12,2.62,2.62,1.25,2.88,2.62,1.62,1.62,3.5,1.75,3,2.88,2.88,3,2.62,2.5,1.62,3,2.25,3.25
19,,Animal Scientists,3.88,3.88,4,3.12,4,1.12,1.12,1,3,4,3.25,2,2.25,3,3.38,3.75,3,1.88,2.75,2.5,3,2,2.75,4.12,1,4,3,3.12,3.88,3.75,3.25,1.88,3.25,1.88,4
19,,Anthropologists and Archeologists,3.62,4.12,3.75,3,4.12,1,1.38,1,3.38,3.38,3.38,1.88,2.12,2.88,2.88,3.75,2.5,1.5,1.75,1.88,2.75,1.88,2,4.38,1,2.62,2.5,3.25,4.12,3,2.75,1.62,2.88,1.12,4.25
19,,Astronomers,4,4,3.25,3.12,4.12,1.62,1.62,1,3.12,3.75,3.5,2.5,2.12,3.12,4,3.38,2.75,1.62,2.75,2.12,3,2.25,2,4.25,1.62,4.25,3.12,3.12,3.88,3,3,2.12,3.12,1.62,4
19,,Atmospheric and Space Scientists,3.88,4,3.88,3.12,4,1,1,1,3.12,3.88,3.25,2,2,2.88,3,3.12,3,1.12,2.75,2,3,2,1.88,4.12,1,4,3.12,3.25,4,3.38,2.88,2,3.12,1,4
19,,Biochemists and Biophysicists,4.12,4.12,4.12,3,4.25,1.88,2.25,1.12,3.62,4,4,1.88,2,3,3.88,3.88,2.5,2.12,3.12,2.75,3,2.25,3,4.38,1.75,4.75,2.5,3,4.12,3.38,3.12,2.12,2.88,1.88,4.25
19,,Bioinformatics Scientists,3.62,4,4,3,4.12,1,1.5,1,3,3.62,3,2,2.12,2.88,3.5,3.38,2.75,1.25,2.25,2.25,2.88,2.12,2.12,4.12,1,3.75,2.88,3.25,4,3.25,3.25,2.25,3.38,2,3.88
19,,Biological Technicians,3.5,3.75,3.25,2.75,3.88,2.12,1.88,1,2.38,3.12,2.88,1.88,2.25,2.12,3,3.25,1.88,2.62,1.88,3,2,1.88,2.88,4,1.75,3.75,2.25,2.75,3.25,3,2.75,1.88,2.88,2.62,3.38
19,,Biologists,3.88,4,3.88,3.12,4,1,1.25,1,3.25,3.62,3.12,1.75,1.88,3.12,3.75,3.38,2.62,1.62,1.75,2.25,2.75,2.75,2.5,4,1,4.62,2.62,3.25,4,3.12,3,1.75,3,1.75,4
19,,Chemical Technicians,3.38,3.88,3.12,3,4,2.88,2.75,1,3,3.12,3.12,1.75,2.25,2.5,3,3.88,2.62,3,2.5,3.25,2.62,1.5,3.12,4,2.75,4.12,2.75,2.88,3.38,3,3.12,2,3.12,2.88,3.88
19,,Chemists,3.38,3.88,3.75,3,4,3,2.62,1,3,3.12,2.88,2.12,2.38,2.88,3.88,3.25,2.25,2.38,2.5,3,2.62,2.12,3.38,4,2.38,4.25,2.75,3,3.5,3.12,3.25,1.88,2.88,2.75,3.62
19,,Climate Change Policy Analysts,3.75,4,3.75,3,4,1,1,1,3.12,3.12,3,2,2,2.75,3,3.12,3,1,2.12,2,3.12,1.88,1.12,4.25,1,2.62,3,3.12,3.88,3.5,3.62,1.88,3.38,1,3.88
19,,Clinical and Counseling Psychologists,3.75,4.38,3.5,3.5,4.38,1,1.12,1,3.38,3.62,3.5,1.88,1.88,2.75,2.38,3.88,3.12,1.12,1.62,1.62,3.5,1.62,1.38,4.5,1,2.25,3.75,4.25,4.25,2.88,2.75,1.62,3.12,1.12,4
19,,Conservation Scientists,3.25,3.88,3.62,3.12,3.5,1.12,1.38,1.12,2.88,3.25,2.88,2.25,2.38,2.88,3.12,3.25,3,2.25,2.38,2.38,3.12,1.88,2.25,3.88,1.12,3.5,3.12,3.25,3.62,3.12,3.12,1.88,3.25,2,3.5
19,,Economists,3.88,4,3.88,3,4.12,1,1,1,3.5,4,3.12,1.88,1.88,2.62,4.12,3.12,2.38,1,2.75,1.62,3,2,1.25,4.12,1,2,3,2.88,4,3.38,3.25,1.38,3,1,4
19,,Environmental Economists,3.88,4,3.62,3,4,1,1,1,3.25,3.62,3.25,3.12,2.12,2.62,4,3.5,2.5,1,2,1,3,1.88,1.88,4,1,2.38,2.75,3,3.5,3.38,3.12,1.75,3,1,4.12
19,,Environmental Restoration Planners,3.5,3.88,3.88,3.25,4,1,1.38,1,2.88,3.88,3,2.5,2.5,2.88,3.25,3.75,3.12,2.12,2.88,2.62,3,2.25,2.38,3.88,1,3.5,3.12,3.38,3.88,3.62,3.5,2,3,1.62,3.88
19,,"Environmental Science and Protection Technicians, Including Health",3.12,4,3.38,3,3.88,2.38,2.12,1,3,3.25,3,2,2,2.38,3.12,3.25,2.75,2.75,2.88,3.12,3,1.75,2.88,3.88,2.12,3.62,3.12,3.25,3.75,3,2.88,1.62,3.25,2.25,3.62
19,,"Environmental Scientists and Specialists, Including Health",3.62,4,3.62,3.5,4,1.12,1.12,1,3.12,3.38,3,2.12,2.12,2.88,3.38,3.5,2.75,2.12,2.88,2.5,3,2,2.75,4,1,3.88,3,3.12,3.88,3,2.88,2,3.12,2.12,3.88
